movie_title,title_year,duration,color,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,imdb_score,aspect_ratio,g1,g2,g3,g4,g5,g6,g7,g8,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26
Safe Haven ,2013,115,Color,184,529,576,447,325,71346930,78008,1554,0,160,English,USA,PG-13,28000000,6.7,2.35,Drama,Romance,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hocus Pocus ,1993,96,Color,36,197,580,336,115,39514713,60494,1275,0,132,English,USA,PG,28000000,6.7,1.85,Comedy,Family,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Reservations ,2007,104,Color,171,96,943,763,559,43097652,59068,3497,2,128,English,USA,PG,28000000,6.3,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kick-Ass ,2010,117,Color,447,905,553,488,385,48043505,435864,2357,1,801,English,UK,R,30000000,7.7,2.35,Action,Comedy,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Minutes or Less ,2011,83,Color,220,181,731,579,459,37053924,77935,1987,3,122,English,Germany,R,28000000,6.1,2.35,Action,Comedy,Crime,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula 2000 ,2000,99,Color,122,71,18000,1000,1000,33000377,27378,23344,0,365,English,USA,R,28000000,4.9,2.35,Action,Fantasy,Horror,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",2014,81,Color,119,44,35000,7000,3000,66950483,29738,47677,6,85,English,USA,PG,28000000,6.2,2.39,Comedy,Family,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pride & Prejudice ,2005,135,Color,177,456,422,286,241,38372662,193455,1083,2,1058,English,France,PG,28000000,7.8,2.35,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade Runner ,1982,117,Color,302,0,11000,759,521,27000000,461609,13877,2,1168,English,USA,R,28000000,8.2,2.35,Sci-Fi,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Roy ,1995,139,Color,44,105,14000,1000,902,31600000,34427,16125,1,126,English,USA,R,28000000,6.9,2.35,Adventure,Biography,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Days to Kill ,2014,123,Color,211,368,933,194,114,30688364,69355,1286,0,211,English,USA,PG-13,28000000,6.2,2.35,Action,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Own the Night ,2007,117,Color,222,115,3000,327,97,28563179,72693,3681,4,199,English,USA,R,21000000,6.9,1.85,Crime,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Souls ,2000,97,Color,100,710,497,347,258,16779636,9338,1805,2,167,English,USA,R,28000000,4.8,2.35,Drama,Horror,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winged Migration ,2001,81,Color,100,63,63,3,,10762178,10369,66,0,153,English,France,G,160000000,8,1.85,Documentary,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just My Luck ,2006,103,Color,98,80,806,591,585,17324744,44103,3211,3,149,English,USA,PG-13,28000000,5.3,1.85,Comedy,Fantasy,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery, Alaska ",1999,119,Color,74,116,738,428,385,8888143,22250,2171,0,123,English,Canada,R,28000000,6.7,2.35,Comedy,Drama,Sport,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spy Next Door ,2010,94,Color,97,32,1000,626,453,24268828,29971,3436,4,71,English,USA,PG,28000000,5.4,1.85,Action,Comedy,Family,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Simple Wish ,1997,89,Color,21,23,1000,937,899,8119205,4288,5535,3,21,English,USA,PG,28000000,5.4,1.85,Comedy,Family,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghosts of Mars ,2001,98,Color,156,0,26000,1000,900,8434601,43006,28867,5,460,English,USA,R,28000000,4.9,2.35,Action,Horror,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Brand Is Crisis ,2015,107,Color,125,234,1000,962,660,6998324,11476,3944,2,50,English,USA,R,28000000,6.1,1.85,Comedy,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pride and Prejudice and Zombies ,2016,108,Color,225,23,2000,860,845,10907291,23775,4710,0,134,English,USA,PG-13,28000000,5.8,2.35,Action,Horror,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kundun ,1997,134,Color,85,17000,2,2,0,5532301,21606,4,0,117,English,USA,PG-13,28000000,7,2.35,Biography,Drama,History,War,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Lose Friends & Alienate People ,2008,110,Color,135,53,480,261,87,2775593,61269,858,4,98,English,UK,R,27000000,6.5,1.85,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kick-Ass 2 ,2013,103,Color,350,65,17000,927,405,28751715,202967,19168,0,378,English,USA,R,28000000,6.6,2.35,Action,Comedy,Crime,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Alatriste: The Spanish Musketeer ,2006,145,Color,31,13,10000,1000,278,,10266,11669,1,84,Spanish,Spain,,24000000,6.1,1.85,Adventure,Drama,History,Romance,Thriller,War,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brick Mansions ,2014,100,Color,177,11,23000,727,561,20285518,32103,25387,2,112,English,France,PG-13,28000000,5.7,2.35,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octopussy ,1983,131,Color,106,46,594,303,293,67900000,74374,1898,0,225,English,UK,PG,27500000,6.6,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knocked Up ,2007,133,Color,251,0,11000,985,529,148734225,298590,12874,2,559,English,USA,R,30000000,7,1.85,Comedy,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Sister's Keeper ,2009,109,Color,148,415,673,489,228,49185998,74476,1775,2,184,English,USA,PG-13,30000000,7.4,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Welcome Home, Roscoe Jenkins ",2008,114,Color,76,92,940,706,436,42168445,10791,3565,3,39,English,USA,PG-13,35000000,5.3,1.85,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Passage to India ,1984,164,Color,52,767,358,223,162,26400000,12980,1334,0,89,English,UK,PG,16000000,7.4,1.85,Adventure,Drama,History,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notes on a Scandal ,2006,92,Color,220,14,386,99,78,17508670,64625,646,0,281,English,UK,R,15000000,7.4,1.85,Crime,Drama,Romance,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rendition ,2007,122,Color,131,151,24000,15000,11000,9664316,47203,50950,2,197,English,USA,R,27500000,6.8,2.35,Drama,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek VI: The Undiscovered Country ,1991,110,Color,112,120,12000,1000,664,74888996,55513,16230,0,188,English,USA,PG,30000000,7.2,2.35,Action,Adventure,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divine Secrets of the Ya-Ya Sisterhood ,2002,116,Color,93,144,1000,482,477,69586544,15352,3845,4,199,English,USA,PG-13,27000000,6,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jungle Book ,2016,106,Color,370,4000,19000,13000,591,362645141,106221,32921,0,398,English,UK,PG,175000000,7.8,1.85,Adventure,Drama,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiss the Girls ,1997,115,Color,83,39,11000,956,685,60491560,50653,14322,1,143,English,USA,R,27000000,6.6,2.35,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blues Brothers ,1980,148,Color,125,644,1000,809,326,54200000,142448,2566,1,319,English,USA,R,27000000,7.9,1.85,Action,Comedy,Crime,Music,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sisterhood of the Traveling Pants 2 ,2008,119,Color,73,43,953,713,523,44087387,22304,3525,4,33,English,USA,PG-13,,6.2,1.85,Comedy,Drama,Family,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joyful Noise ,2012,118,Color,98,650,1000,773,715,30920167,6476,3389,4,71,English,USA,PG-13,25000000,5.7,2.35,Comedy,Music,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About a Boy ,2002,101,Color,158,129,66,5,3,40566655,144021,74,0,391,English,UK,PG-13,30000000,7.1,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Placid ,1999,82,Color,152,49,1000,888,429,31768374,42761,3313,0,366,English,USA,R,27000000,5.6,2.35,Action,Comedy,Horror,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Number Slevin ,2006,110,Color,202,118,13000,11000,1000,22494487,262153,26451,3,507,English,Germany,R,27000000,7.8,2.35,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Right Stuff ,1983,193,Color,80,133,2000,826,820,21500000,45271,6341,0,170,English,USA,PG,27000000,7.9,1.85,Adventure,Drama,History,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anonymous ,2011,130,Color,288,776,898,584,358,4463292,34488,2452,3,136,English,UK,PG-13,30000000,6.9,2.35,Drama,History,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The NeverEnding Story ,1984,94,Color,99,249,523,312,271,,99557,1560,1,284,English,West Germany,PG,27000000,7.4,2.35,Adventure,Drama,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark City ,1998,111,Color,222,295,3000,882,531,14337579,156929,4696,1,624,English,Australia,R,27000000,7.7,2.35,Action,Drama,Fantasy,Mystery,Sci-Fi,Thriller,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Duchess ,2008,110,Color,194,10,3000,2000,844,13823741,61777,6420,3,140,English,UK,PG-13,13500000,6.9,2.35,Biography,Drama,History,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Honeymooners             ,,30, Black and White,15,,491,154,94,,3446,812,4,31,English,USA,,,8.7,1.33,Comedy,Family,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return to Oz ,1985,109,Color,56,181,303,146,137,,19568,960,0,208,English,UK,PG,25000000,6.7,1.85,Adventure,Family,Fantasy,Horror,Mystery,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Newton Boys ,1998,123,Color,63,0,11000,597,324,10297897,8309,11969,4,39,English,USA,PG-13,27000000,6,2.35,Action,Crime,Drama,History,Western,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Case 39 ,2009,109,Color,167,22,14000,716,355,13248477,60555,15790,1,174,English,USA,R,27000000,6.2,2.35,Horror,Mystery,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suspect Zero ,2004,99,Color,101,54,748,489,398,8712564,16555,1721,0,139,English,USA,R,27000000,5.9,1.33,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martian Child ,2007,106,Color,118,43,1000,506,460,7486906,17436,2495,0,71,English,USA,PG,27000000,6.8,1.85,Comedy,Drama,Family,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids: All the Time in the World in 4D ,2011,89,Color,76,0,2000,734,640,38536376,15866,4311,5,83,English,USA,PG,27000000,3.6,1.85,Action,Adventure,Comedy,Family,Sci-Fi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Money Monster ,2016,98,Color,268,0,8000,698,638,41008532,19611,10894,1,103,English,USA,R,27000000,6.7,2.35,Crime,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Formula 51 ,2001,93,Color,95,31,783,132,57,5204007,42876,1044,2,167,English,UK,R,28000000,6.3,2.35,Action,Comedy,Crime,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flawless ,1999,112,Color,78,541,22000,22000,638,4485485,14612,46022,1,105,English,USA,R,15000000,6.4,1.85,Comedy,Crime,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindhunters ,2004,101,Color,127,212,1000,968,749,4476235,49405,4186,0,226,English,USA,R,27000000,6.4,2.35,Crime,Horror,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Just Happened ,2008,104,Color,137,272,22000,18000,17000,1089365,23767,71973,1,111,English,USA,R,25000000,5.7,2.35,Comedy,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Statement ,2003,120, Black and White,54,278,844,766,387,763044,4257,3286,4,52,English,Canada,R,23000000,6.2,1.85,Drama,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Magic Flute ,2006,135,Color,38,0,5,4,3,,926,24,1,19,English,France,,27000000,6.6,2.35,Drama,Musical,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Blart: Mall Cop ,2009,91,Color,167,41,567,402,328,20819129,84209,2954,1,201,English,USA,PG,26000000,5.2,1.85,Action,Comedy,Crime,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freaky Friday ,2003,97,Color,129,70,2000,528,512,110222438,96693,3984,2,271,English,USA,PG,26000000,6.1,1.85,Comedy,Family,Fantasy,Music,Romance,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 40-Year-Old Virgin ,2005,133,Color,217,0,7000,966,218,109243478,313797,8341,1,546,English,USA,R,26000000,7.1,1.85,Comedy,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakespeare in Love ,1998,123,Color,134,108,1000,264,239,100241322,175524,1690,0,752,English,USA,R,25000000,7.2,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Walk Among the Tombstones ,2014,114,Color,253,71,14000,439,313,25977365,87950,15428,0,207,English,USA,R,28000000,6.5,2.35,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kindergarten Cop ,1990,111,Color,46,425,743,394,344,91457688,107801,2403,4,109,English,USA,PG-13,26000000,6,1.85,Action,Comedy,Crime,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineapple Express ,2008,117,Color,232,234,11000,989,919,87341380,255257,15590,3,374,English,USA,R,27000000,7,2.35,Action,Comedy,Crime,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ever After: A Cinderella Story ,1998,121,Color,92,72,1000,794,343,65703412,57958,2747,1,345,English,USA,PG-13,26000000,7,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Range ,2003,139,Color,153,0,3000,693,648,58328680,54096,5458,0,494,English,USA,R,22000000,7.5,2.35,Drama,Romance,Western,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flatliners ,1990,115,Color,49,541,8000,1000,442,61490000,62037,10493,5,148,English,USA,R,26000000,6.6,2.35,Drama,Horror,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bridge Too Far ,1977,175, Black and White,56,0,385,232,14,50800000,40277,669,14,210,English,USA,PG,26000000,7.4,2.35,Drama,History,War,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Eye ,2005,85,Color,224,0,332,285,178,57859105,94108,1090,0,673,English,USA,PG-13,26000000,6.5,2.35,Mystery,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Destination 2 ,2003,90,Color,175,160,748,439,392,46455802,120786,3172,0,472,English,USA,R,26000000,6.2,1.85,Horror,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O Brother, Where Art Thou? ",2000,107,Color,197,0,1000,596,577,45506619,225102,3066,3,862,English,UK,PG-13,26000000,7.8,2.35,Adventure,Comedy,Crime,Music,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legion ,2010,100,Color,226,124,2000,850,534,40168080,80870,3889,0,315,English,USA,R,26000000,5.2,2.35,Action,Fantasy,Horror,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pain & Gain ,2013,129,Color,335,0,12000,412,385,49874933,161168,13573,4,287,English,USA,R,26000000,6.5,2.35,Comedy,Crime,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Good Company ,2004,109,Color,157,80,19000,3000,2000,45489752,48973,28493,2,214,English,USA,PG-13,26000000,6.5,1.85,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clockstoppers ,2002,94,Color,69,906,2000,587,528,36985501,11212,3917,0,94,English,USA,PG,26000000,5.2,1.85,Action,Adventure,Comedy,Sci-Fi,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silverado ,1985,133,Color,46,759,826,130,67,33200000,28247,1154,4,149,English,USA,PG-13,26000000,7.2,2.35,Action,Crime,Drama,Western,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brothers ,2009,105,Color,217,260,20000,15000,3000,28501651,88035,42473,0,201,English,USA,R,26000000,7.1,2.35,Drama,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agent Cody Banks 2: Destination London ,2004,100,Color,55,8,1000,934,588,23222861,11092,3742,4,44,English,USA,PG,26000000,4.5,2.35,Action,Adventure,Comedy,Family,Romance,Sci-Fi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Year's Eve ,2011,113,Color,200,0,22000,988,307,54540525,66579,23456,15,134,English,USA,PG-13,56000000,5.7,1.85,Comedy,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Original Sin ,2001,118,Color,93,49,11000,216,155,16252765,44913,11662,1,181,English,France,R,42000000,6,2.35,Drama,Mystery,Romance,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Raven ,2012,110,Color,265,160,771,570,427,16005978,72886,2356,1,190,English,USA,R,26000000,6.4,2.35,Crime,Mystery,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to Mooseport ,2004,110,Color,82,80,826,590,509,14469428,10667,2466,2,95,English,USA,PG-13,26000000,5.2,1.85,Comedy,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlander: The Final Dimension ,1994,99,Color,32,5,1000,691,535,13829734,16194,2960,0,79,English,Canada,PG-13,26000000,4.3,2.35,Action,Fantasy,Romance,Sci-Fi,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood and Wine ,1996,101,Color,42,30,1000,854,223,1075288,7772,2228,3,55,English,USA,R,22000000,6.1,1.85,Crime,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow White: A Tale of Terror ,1997,100,Color,22,2,642,638,512,,8118,2170,2,69,English,USA,R,26000000,6.3,1.85,Fantasy,Horror,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Curse of the Jade Scorpion ,2001,103,Color,116,11000,11000,893,277,7496522,31798,12534,0,178,English,USA,PG-13,26000000,6.8,1.37,Comedy,Crime,Mystery,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accidental Love ,2015,100,Color,56,737,15000,980,816,,5006,19068,5,28,English,USA,PG-13,26000000,4,1.85,Comedy,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flipper ,1996,95,Color,23,0,442,95,26,20047715,8008,616,1,26,English,USA,PG,25530000,5.2,2.35,Adventure,Family,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self/less ,2015,117,Color,178,763,16000,543,523,12276810,57674,17847,0,126,English,USA,PG-13,26000000,6.5,2.35,Action,Mystery,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Constant Gardener ,2005,129,Color,226,353,883,430,151,33565375,111351,1565,0,568,English,UK,R,15000000,7.5,1.85,Drama,Mystery,Romance,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Passion of the Christ ,2004,120,Color,406,0,260,252,113,499263,179235,705,0,2814,Aramaic,USA,R,30000000,7.1,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrs. Doubtfire ,1993,125,Color,57,0,49000,1000,711,219200000,181380,52201,5,223,English,USA,PG-13,25000000,6.9,2.35,Comedy,Drama,Family,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rain Man ,1988,133,Color,100,272,10000,898,628,172825435,383784,12285,3,331,English,USA,R,25000000,8,1.85,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gran Torino ,2008,116,Color,366,16000,16000,601,198,148085755,561773,17347,0,871,English,USA,R,33000000,8.2,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W. ,2008,129,Color,242,0,2000,826,655,25517500,40941,4264,1,320,English,USA,PG-13,25100000,6.4,2.35,Biography,Drama,History,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taken ,2008,93,Color,309,180,14000,816,485,145000989,483756,16461,0,974,English,France,PG-13,25000000,7.9,2.35,Action,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Best of Me ,2014,118,Color,85,97,775,523,437,26761283,43084,3197,0,99,English,USA,PG-13,26000000,6.7,2.35,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bodyguard ,1992,129,Color,48,81,970,854,164,121945720,89972,2551,0,126,English,USA,R,25000000,6.1,1.85,Action,Drama,Music,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
